ARC,TYPE,DESCENT,LINE,REND,FROM,TO
CRA570,child,nonlineal,central,brown,CRN531,CRN535
CRA571,child,nonlineal,central,brown,CRN531,CRN536
CRA572,child,nonlineal,central,brown,CRN531,CRN537
CRA569,child,nonlineal,central,brown,CRN531,CRN538
CRA573,child,nonlineal,central,red,CRN523,CRN539
CRA574,child,nonlineal,central,black,CRN523,CRN540
CRA576,child,nonlineal,central,blue,CRN541,CRN542
CRA575,child,nonlineal,central,blue,CRN499,CRN541
CRA577,child,nonlineal,central,black,CRN541,CRN543
CRA576,child,nonlineal,central,blue,CRN541,CRN542
CRA578,unspecified,nonlineal,central,blue,CRN543,CRN545
CRA627,child,nonlineal,central,red,CRN543,CRN584
CRA626,child,nonlineal,central,red,CRN598,CRN543
CRA625,child,nonlineal,central,red,CRN543,CRN583
CRA577,child,nonlineal,central,black,CRN541,CRN543
CRA579,unspecified,nonlineal,central,blue,CRN545,CRN546
CRA578,unspecified,nonlineal,central,blue,CRN543,CRN545
CRA579,unspecified,nonlineal,central,blue,CRN545,CRN546
CRA580,child,nonlineal,central,red,CRN499,CRN547
CRA581,child,nonlineal,central,green,CRN499,CRN548
CRA582,child,nonlineal,central,blue,CRN499,CRN549
CRA583,child,nonlineal,central,black,CRN499,CRN550
CRA584,child,nonlineal,central,red,CRN499,CRN551
CRA585,child,nonlineal,central,red,CRN551,CRN552
CRA586,child,nonlineal,central,blue,CRN552,CRN553
CRA592,child,nonlineal,central,blue,CRN552,CRN560
CRA587,child,nonlineal,central,red,CRN552,CRN554
CRA590,child,nonlineal,central,green,CRN552,CRN557
CRA593,unspecified,nonlineal,central,green,CRN552,CRN561
CRA589,child,nonlineal,central,N/A,CRN552,CRN556
CRA591,child,nonlineal,central,red,CRN552,CRN558
CRA585,child,nonlineal,central,red,CRN551,CRN552
CRA586,child,nonlineal,central,blue,CRN552,CRN553
CRA588,spouse,nonlineal,central,none,CRN554,CRN555
CRA587,child,nonlineal,central,red,CRN552,CRN554
CRA588,spouse,nonlineal,central,none,CRN554,CRN555
CRA589,child,nonlineal,central,N/A,CRN552,CRN556
CRA590,child,nonlineal,central,green,CRN552,CRN557
CRA591,child,nonlineal,central,red,CRN552,CRN558
CRA592,child,nonlineal,central,blue,CRN552,CRN560
CRA593,unspecified,nonlineal,central,green,CRN552,CRN561
CRA594,child,nonlineal,central,red,CRN519,CRN562
CRA595,child,nonlineal,central,red,CRN519,CRN563
CRA596,child,nonlineal,central,red,CRN519,CRN564
CRA597,child,nonlineal,central,red,CRN519,CRN565
CRA598,child,nonlineal,central,red,CRN519,CRN566
CRA599,child,lineal,central,checkerboard,CRN519,CRN567
CRA600,child,nonlineal,central,red,CRN567,CRN568
CRA600,child,nonlineal,central,red,CRN567,CRN568
CRA609,parent,nonlineal,central,red,CRN570,CRN569
CRA609,parent,nonlineal,central,red,CRN570,CRN569
CRA610,parent,nonlineal,central,red,CRN571,CRN570
CRA611,parent,nonlineal,central,red,CRN572,CRN571
CRA610,parent,nonlineal,central,red,CRN571,CRN570
CRA605,unspecified,nonlineal,central,red,CRN513,CRN572
CRA612,parent,nonlineal,central,red,CRN573,CRN572
CRA611,parent,nonlineal,central,red,CRN572,CRN571
CRA612,parent,nonlineal,central,red,CRN573,CRN572
CRA613,parent,nonlineal,central,red,CRN574,CRN573
CRA613,parent,nonlineal,central,red,CRN574,CRN573
CRA614,parent,nonlineal,central,red,CRN575,CRN574
CRA614,parent,nonlineal,central,red,CRN575,CRN574
CRA615,parent,nonlineal,central,red,CRN576,CRN575
CRA616,parent,nonlineal,central,red,CRN577,CRN576
CRA615,parent,nonlineal,central,red,CRN576,CRN575
CRA616,parent,nonlineal,central,red,CRN577,CRN576
CRA617,parent,nonlineal,central,red,CRN578,CRN577
CRA618,child,nonlineal,central,red,CRN579,CRN577
CRA617,parent,nonlineal,central,red,CRN578,CRN577
CRA619,child,nonlineal,central,red,CRN507,CRN578
CRA620,child,nonlineal,central,red,CRN507,CRN579
CRA621,child,nonlineal,central,red,CRN579,CRN580
CRA622,child,nonlineal,central,red,CRN579,CRN581
CRA624,child,nonlineal,central,red,CRN579,CRN582
CRA618,child,nonlineal,central,red,CRN579,CRN577
CRA606,child,nonlineal,central,red,CRN579,CRN593
CRA621,child,nonlineal,central,red,CRN579,CRN580
CRA623,sibling,nonlineal,central,red,CRN580,CRN581
CRA622,child,nonlineal,central,red,CRN579,CRN581
CRA623,sibling,nonlineal,central,red,CRN580,CRN581
CRA628,child,nonlineal,central,red,CRN582,CRN584
CRA624,child,nonlineal,central,red,CRN579,CRN582
CRA607,child,nonlineal,central,red,CRN582,CRN583
CRA625,child,nonlineal,central,red,CRN543,CRN583
CRA607,child,nonlineal,central,red,CRN582,CRN583
CRA637,child,nonlineal,central,red,CRN584,CRN592
CRA627,child,nonlineal,central,red,CRN543,CRN584
CRA633,child,nonlineal,central,red,CRN584,CRN588
CRA632,child,nonlineal,central,red,CRN584,CRN587
CRA636,child,nonlineal,central,red,CRN584,CRN591
CRA630,child,nonlineal,central,red,CRN584,CRN586
CRA634,child,nonlineal,central,red,CRN584,CRN589
CRA628,child,nonlineal,central,red,CRN582,CRN584
CRA635,child,nonlineal,central,red,CRN584,CRN590
CRA629,spouse,nonlineal,central,red,CRN584,CRN585
CRA631,child,nonlineal,central,red,CRN585,CRN586
CRA629,spouse,nonlineal,central,red,CRN584,CRN585
CRA630,child,nonlineal,central,red,CRN584,CRN586
CRA631,child,nonlineal,central,red,CRN585,CRN586
CRA632,child,nonlineal,central,red,CRN584,CRN587
CRA633,child,nonlineal,central,red,CRN584,CRN588
CRA634,child,nonlineal,central,red,CRN584,CRN589
CRA635,child,nonlineal,central,red,CRN584,CRN590
CRA636,child,nonlineal,central,red,CRN584,CRN591
CRA637,child,nonlineal,central,red,CRN584,CRN592
CRA606,child,nonlineal,central,red,CRN579,CRN593
CRA638,child,nonlineal,central,red,CRN595,CRN594
CRA601,grandchild,nonlineal,central,red,CRN507,CRN595
CRA638,child,nonlineal,central,red,CRN595,CRN594
CRA640,child,nonlineal,central,red,CRN596,CRN598
CRA639,child,nonlineal,central,red,CRN596,CRN597
CRA602,same,nonlineal,central,red,CRN597,CRN521
CRA639,child,nonlineal,central,red,CRN596,CRN597
CRA626,child,nonlineal,central,red,CRN598,CRN543
CRA640,child,nonlineal,central,red,CRN596,CRN598
CRA641,child,lineal,french,blue,CRN599,CRN600
CRA641,child,lineal,french,blue,CRN599,CRN600
CRA642,child,lineal,french,blue,CRN600,CRN601
CRA655,child,nonlineal,french,blue,CRN600,CRN610
CRA643,child,lineal,french,blue,CRN601,CRN602
CRA642,child,lineal,french,blue,CRN600,CRN601
CRA653,child,nonlineal,french,blue,CRN601,CRN608
CRA652,child,nonlineal,french,blue,CRN601,CRN607
CRA654,child,nonlineal,french,blue,CRN601,CRN609
CRA644,child,lineal,french,blue,CRN602,CRN603
CRA643,child,lineal,french,blue,CRN601,CRN602
CRA644,child,lineal,french,blue,CRN602,CRN603
CRA645,other,lineal,french,blue,CRN603,CRN604
CRA645,other,lineal,french,blue,CRN603,CRN604
CRA646,sibling,lineal,french,blue,CRN604,CRN605
CRA647,same,nonlineal,french,red,CRN607,CRN604
CRA646,sibling,lineal,french,blue,CRN604,CRN605
CRA650,other,lineal,french,blue,CRN605,CRN606
CRA648,same,nonlineal,french,blue,CRN608,CRN605
CRA651,same,nonlineal,french,red,CRN611,CRN606
CRA650,other,lineal,french,blue,CRN605,CRN606
CRA647,same,nonlineal,french,red,CRN607,CRN604
CRA652,child,nonlineal,french,blue,CRN601,CRN607
CRA653,child,nonlineal,french,blue,CRN601,CRN608
CRA648,same,nonlineal,french,blue,CRN608,CRN605
CRA649,spouse,nonlineal,french,none,CRN492,CRN609
CRA654,child,nonlineal,french,blue,CRN601,CRN609
CRA656,grandchild,nonlineal,french,red,CRN610,CRN611
CRA655,child,nonlineal,french,blue,CRN600,CRN610
CRA656,grandchild,nonlineal,french,red,CRN610,CRN611
CRA651,same,nonlineal,french,red,CRN611,CRN606
CRA657,child,lineal,norman,brown,CRN612,CRN613
CRA657,child,lineal,norman,brown,CRN612,CRN613
CRA658,child,lineal,norman,brown,CRN613,CRN614
CRA661,child,lineal,norman,brown,CRN614,CRN617
CRA659,child,nonlineal,norman,blue,CRN614,CRN615
CRA658,child,lineal,norman,brown,CRN613,CRN614
CRA659,child,nonlineal,norman,blue,CRN614,CRN615
CRA660,same,nonlineal,norman,blue,CRN615,CRN616
CRA448,same,nonlineal,norman,blue,CRN616,CRN417
CRA660,same,nonlineal,norman,blue,CRN615,CRN616
CRA661,child,lineal,norman,brown,CRN614,CRN617
CRA662,child,lineal,norman,brown,CRN617,CRN618
CRA663,sibling,lineal,norman,brown,CRN618,CRN619
CRA662,child,lineal,norman,brown,CRN617,CRN618
CRA663,sibling,lineal,norman,brown,CRN618,CRN619
CRA665,same,lineal,norman,brown,CRN619,CRN621
CRA664,sibling,nonlineal,norman,blue,CRN619,CRN620
CRA664,sibling,nonlineal,norman,blue,CRN619,CRN620
CRA666,child,lineal,norman,brown,CRN621,CRN622
CRA665,same,lineal,norman,brown,CRN619,CRN621
CRA667,child,lineal,norman,brown,CRN622,CRN435
CRA666,child,lineal,norman,brown,CRN621,CRN622
